"","truseq","inlysate","purified_RNA","rand_truseq","rank","inlysate_truseq","purified_truseq","inlysate_purified","rand_truseq_truseq"
"16737","ZNF663P","ARMC12","DPRXP4","TXNL4B",16737,14410,14352,14614,7210
"16738","ZP1","LINC02714","LOC107986217","LINC01603",16738,14410,14354,14616,7210
"16739","MAB21L3","SNORD4B","PCDHB3","TAF2",16739,14411,14356,14618,7211
"16740","CA2","LOC105369890","LOC101928105","VGF",16740,14412,14356,14619,7213
"16741","LINC02608","CELF6","TMC6","LINC02074",16741,14414,14356,14620,7213
"16742","MST1L","LOC105369820","LOC107985074","MIR365A",16742,14415,14356,14620,7213
"16743","LOC105377806","LOC105376819","TSIX","GNG5",16743,14416,14356,14622,7215
"16744","LOC105378947","DGCR6","LOC107984512","LOC105378962",16744,14417,14357,14624,7216
"16745","SNCA","LOC105369576","PART1","LOC101929413",16745,14418,14357,14624,7217
"16746","SRRM2-AS1","FLJ38576","SNORD8","LOC105377797",16746,14419,14358,14626,7218
"16747","LOC105370117","KLHL13","AP3S2","LOC105375783",16747,14420,14359,14628,7219
"16748","LOC107986087","FAM153A","LOC107985152","LOC105372161",16748,14420,14360,14629,7220
"16749","LOC101929479","LONRF1","SAP30L-AS1","SUGP1",16749,14421,14361,14630,7221
"16750","TDRKH-AS1","ATAT1","C2orf16","LOC102724784",16750,14422,14363,14632,7221
"16751","LINC01870","C16orf71","LOC105371453","MARVELD1",16751,14423,14363,14632,7222
"16752","LOC105370139","CACFD1","USP30-AS1","CKMT1B",16752,14424,14363,14633,7223
"16753","WHAMMP1","CEBPB-AS1","ABCB1","LOC100101148",16753,14425,14363,14634,7224
"16754","SRSF12","DGCR5","C20orf197","BCL9",16754,14426,14364,14635,7225
"16755","FRMD1","DQX1","VSNL1","OGN",16755,14427,14365,14636,7226
"16756","LINC01694","ELOVL7","CASP16P","DMC1",16756,14428,14367,14636,7228
"16757","WDR11-AS1","EME2","F10-AS1","ZNF445",16757,14430,14367,14636,7230
"16758","ERN2","FAM245A","LINC01032","TMC4",16758,14431,14367,14636,7231
"16759","LOC105377395","GRM3","LOC101927896","LOC643406",16759,14431,14368,14636,7232
"16760","LOC105373455","HLA-DRA","LOC107986109","TMPO-AS1",16760,14431,14369,14638,7234
"16761","UXT-AS1","IGFN1","LOC107986365","RCCD1",16761,14432,14370,14638,7236
"16762","LOC105371622","LINC00887","CLEC18B","LOC105372553",16762,14433,14371,14639,7236
"16763","TMEM139","LINC01447","LOC105371941","PRPS2",16763,14433,14372,14640,7237
"16764","NPY1R","LINC02277","GPD1","LAMP1",16764,14434,14372,14641,7239
"16765","TIAF1","LINC02402","LOC105373582","LOC105370838",16765,14434,14372,14641,7239
"16766","CHST5","LOC100128253","LOC105377358","LOC101927108",16766,14434,14372,14642,7240
"16767","LOC102724467","LOC100288570","LOC90246","SLC22A18AS",16767,14435,14374,14643,7240
"16768","APELA","LOC101927947","HTR2B","CABP4",16768,14437,14375,14645,7241
"16769","ARL14","LOC101928032","PIPSL","GPR50",16769,14437,14376,14645,7241
"16770","ASZ1","LOC102724122","LINC01473","WWC2-AS2",16770,14437,14376,14647,7243
"16771","BMS1P17","LOC102724857","LOC105378228","C4orf51",16771,14437,14377,14647,7245
"16772","BORCS7-ASMT","LOC102725258","DHCR24-DT","C9orf116",16772,14437,14379,14648,7247
"16773","C17orf99","LOC105370259","GBP4","LOC107986423",16773,14437,14380,14649,7248
"16774","C4orf45","LOC105370764","ASB16","ZNF576",16774,14438,14381,14649,7249
"16775","C5orf64","LOC105371793","VARS1","DUSP15",16775,14438,14382,14651,7250
"16776","C8orf49","LOC105372034","TINF2","RTN4RL2",16776,14438,14383,14652,7252
"16777","CACNG4","LOC105372118","ZNF205-AS1","DGUOK",16777,14438,14384,14654,7254
"16778","CACNG5","LOC105373386","CRTC3-AS1","LOC112267951",16778,14438,14384,14656,7255
"16779","CATSPERD","LOC105373949","CFHR1","MIR3945",16779,14439,14384,14656,7255
"16780","CEBPE","LOC105374732","RPL34-AS1","DSN1",16780,14439,14384,14657,7256
"16781","CHIAP2","LOC105375253","OAS1","INTS6L",16781,14439,14385,14658,7257
"16782","CLDN24","LOC105375811","LOC105374588","MIR4497",16782,14439,14385,14659,7257
"16783","CLEC4O","LOC105376279","LOC105372705","LINC00368",16783,14439,14386,14660,7258
"16784","CNTNAP4","LOC105376349","LOC102724768","LOC105377423",16784,14439,14386,14661,7259
"16785","COPG2IT1","LOC105376583","VSTM5","DNM1P41",16785,14439,14387,14661,7260
"16786","CRYM-AS1","LOC105378687","ITPK1","LOC286178",16786,14439,14388,14661,7261
"16787","CTB-3M24.3","LOC105378838","LINC00922","LOC105374287",16787,14439,14388,14661,7262
"16788","CTSLP2","LOC107984471","LOC102724830","SGTA",16788,14439,14388,14661,7263
"16789","CYP4F8","LOC107985262","ABCD2","CREB1",16789,14439,14388,14662,7264
"16790","DAO","LOC107985675","ABCG8","FTH1",16790,14439,14388,14663,7265
"16791","DEFB1","LOC107985953","ANKRD20A1","LOC105374761",16791,14439,14388,14663,7266
"16792","DOC2B","LOC107985972","ANKRD20A21P","LOC105377527",16792,14439,14388,14664,7267
"16793","EFCAB12","LOC107986517","ASIC4","ATP5MC1",16793,14439,14388,14664,7269
"16794","ENTHD1","LOC107986606","ASTL","LOC100507562",16794,14440,14388,14665,7269
"16795","EPHA1","LOC107986939","ATP6V1G2","LOC107984137",16795,14440,14389,14665,7270
"16796","EXD1","LOC112268426","BACH1-IT3","SYNE4",16796,14440,14390,14665,7272
"16797","FGD5P1","LRRC37A11P","BIN2","LOC105376206",16797,14440,14390,14665,7272
"16798","FGF9","METTL21EP","C11orf72","DDX19B",16798,14440,14390,14666,7273
"16799","FOXD4L3","MIR1268B","C1orf194","TMEM63A",16799,14440,14390,14666,7274
"16800","FOXD4L5","NBAT1","CASP1P2","LOC101928030",16800,14441,14390,14666,7275
"16801","GAL3ST3","NKX3-2","CCDC39","CAMK2A",16801,14442,14391,14667,7276
"16802","GTSF1","PIGW","CD38","NFU1",16802,14443,14392,14667,7277
"16803","HAL","SLC29A2","CDH3","MFHAS1",16803,14444,14393,14668,7279
"16804","HDAC9-AS1","SNORA68B","CERKL","B3GALT4",16804,14444,14394,14668,7279
"16805","HECW1-IT1","SNORD2","CHAER1","PGD",16805,14444,14395,14669,7280
"16806","HMGA1P7","SNORD30","CIDEB","LOC105371020",16806,14445,14395,14669,7280
"16807","HRH4","SNX31","CTAGE4","MIR583HG",16807,14446,14396,14669,7281
"16808","HS6ST2","TMPRSS11E","DAAM2-AS1","SELE",16808,14446,14397,14669,7281
"16809","HSPB9","TULP1","DEFB1","ARHGAP19-SLIT1",16809,14446,14399,14670,7281
"16810","IL17C","VSNL1","DGAT2L6","PPA1",16810,14446,14399,14671,7283
"16811","KCTD8","ZSWIM4","DPRX","LOC105371637",16811,14447,14399,14671,7285
"16812","KLK13","ZNF843","DPY19L2P1","RHBDF1",16812,14448,14399,14672,7286
"16813","KRTAP1-3","LOC105378148","EPHA8","EXOSC5",16813,14448,14399,14672,7288
"16814","LCE1D","LYPLAL1-AS1","ERVW-1","LOC105375051",16814,14449,14400,14673,7288
"16815","LGALS9B","CARNS1","EWSAT1","COL8A2",16815,14450,14401,14674,7290
"16816","LINC00680-GUSBP4","FZD9","FABP12","LOC105373051",16816,14451,14401,14675,7291
"16817","LINC01107","ABCF1","FAM156B","LOC105371800",16817,14452,14402,14677,7292
"16818","LINC01127","NYAP1","FAM85B","LOC102724222",16818,14453,14403,14677,7292
"16819","LINC01283","DLK2","FBXO39","DCDC2B",16819,14454,14403,14678,7293
"16820","LINC01310","ZNF396","FGF10","LOC105377862",16820,14455,14403,14680,7293
"16821","LINC01429","LOC107984875","FKBP2","TTL",16821,14455,14403,14681,7294
"16822","LINC01806","MRPL42P5","FLNC-AS1","TRIM16L",16822,14455,14403,14681,7295
"16823","LINC01945","CHST6","FSIP2","LOC105369201",16823,14456,14403,14682,7296
"16824","LINC02140","CACNG7","GALNT4","MYEF2",16824,14457,14404,14683,7297
"16825","LINC02228","LOC105370550","GK3P","LOC101928937",16825,14457,14405,14684,7298
"16826","LINC02321","LOC105376482","GLUD2","MVK",16826,14457,14406,14684,7299
"16827","LINC02595","TSPOAP1","GOLGA8H","VWA5A",16827,14458,14407,14686,7300
"16828","LINC02673","LOC107986114","GOLGA8O","ROCK1",16828,14458,14407,14687,7301
"16829","LINCR-0002","BEX5","GRHL3-AS1","MIR7162",16829,14459,14407,14688,7302
"16830","LOC100505502","LOC105374723","GUSBP3","GZMK",16830,14460,14408,14689,7303
"16831","LOC101926887","ADGRG2","H4C13","LOC105373525",16831,14461,14408,14689,7303
"16832","LOC101927248","GTF2IP12","HCRTR2","LOC107986021",16832,14462,14408,14690,7304
"16833","LOC101927262","SLC27A3","HLA-DOB","MIR1471",16833,14463,14408,14690,7304
"16834","LOC101928266","GBP5","HMX1","LOC105373298",16834,14464,14408,14691,7304
"16835","LOC101928362","ACTN3","HNRNPKP3","LOC105371674",16835,14465,14408,14692,7304
"16836","LOC101929117","LOC107986058","IGLL1","LOC105372928",16836,14465,14408,14692,7305
"16837","LOC101929384","TCIM","IQCJ-SCHIP1-AS1","LOC107984823",16837,14466,14408,14693,7306
"16838","LOC101929388","LOC105377289","KCNMA1-AS3","PCYT2",16838,14466,14408,14693,7308
"16839","LOC101929770","CITED1","LAX1","MIR1302-5",16839,14467,14409,14695,7309
"16840","LOC102724355","IRF2BP1","LINC00158","LOC105379565",16840,14468,14409,14696,7309
"16841","LOC102724591","HIF1A-AS3","LINC00305","SSTR4",16841,14469,14409,14696,7309
"16842","LOC105369306","TPI1P2","LINC00326","LOC105370401",16842,14470,14409,14696,7310
"16843","LOC105369504","CD24","LINC00431","GOLGA6L22",16843,14471,14409,14697,7311
"16844","LOC105369623","ZBED1","LINC00603","LOC107985969",16844,14472,14409,14698,7312
"16845","LOC105369705","TMEM30B","LINC00974","ALDH1L1",16845,14473,14409,14699,7313
"16846","LOC105369869","LOC100287049","LINC01058","CCDC90B",16846,14474,14410,14699,7314
"16847","LOC105369875","LOC105374101","LINC01126","PRPSAP2",16847,14475,14410,14700,7315
"16848","LOC105370522","SMUG1-AS1","LINC01363","LOC105370668",16848,14476,14410,14701,7315
"16849","LOC105370596","LOC105373656","LINC01386","LOC105373178",16849,14476,14410,14702,7316
"16850","LOC105370759","SCARNA1","LINC01567","LOC105375248",16850,14476,14410,14702,7317
"16851","LOC105370791","SNORD144","LINC01664","SNX13",16851,14476,14410,14702,7319
"16852","LOC105370866","N4BP2L2-IT2","LINC01771","LOC112268039",16852,14476,14410,14703,7319
"16853","LOC105370886","LINC02154","LINC02026","LOC107986794",16853,14477,14410,14704,7320
"16854","LOC105370923","SLC2A6","LINC02115","LOC101927708",16854,14478,14410,14705,7320
"16855","LOC105371131","LOC112268079","LINC02178","LOC105374225",16855,14478,14410,14705,7320
"16856","LOC105371632","HMOX2","LINC02310","LOC105374629",16856,14479,14410,14706,7321
"16857","LOC105371816","LOC107985678","LINC02544","WFDC1",16857,14479,14410,14706,7323
"16858","LOC105371910","LOC642361","LINC02751","KRT81",16858,14480,14410,14707,7324
"16859","LOC105372023","LOC105369559","LINC02880","LOC107987137",16859,14480,14410,14707,7324
"16860","LOC105372076","NR2F2-AS1","LOC100128993","LOC107985263",16860,14481,14411,14708,7324
"16861","LOC105372998","EFNA2","LOC100130373","LIMD1",16861,14481,14411,14709,7325
"16862","LOC105373058","C8orf34","LOC100506175","FIP1L1",16862,14482,14411,14710,7326
"16863","LOC105373098","LOC105374171","LOC100506869","MIR1307",16863,14483,14411,14710,7326
"16864","LOC105373102","LOC105373359","LOC100996747","URB1-AS1",16864,14483,14411,14710,7327
"16865","LOC105373454","HEYL","LOC101927383","LOC107987390",16865,14484,14411,14710,7328
"16866","LOC105373766","LOC105373218","LOC101927397","SLC6A15",16866,14485,14411,14710,7329
"16867","LOC105373891","LOC102724050","LOC101927879","PEAR1",16867,14486,14411,14711,7330
"16868","LOC105374123","LOC102723899","LOC101928217","AGBL1",16868,14486,14411,14712,7330
"16869","LOC105374495","CISH","LOC101928447","LOC105373255",16869,14487,14411,14713,7331
"16870","LOC105374651","CEP170","LOC101928463","LOC105369451",16870,14488,14411,14713,7331
"16871","LOC105375103","H3Y1","LOC101929014","CD3EAP",16871,14489,14412,14713,7332
"16872","LOC105375267","LOC105370124","LOC101930028","CCSAP",16872,14489,14412,14714,7334
"16873","LOC105375511","RIOX1","LOC102723413","ZSCAN10",16873,14490,14412,14715,7334
"16874","LOC105376074","SRARP","LOC102723444","LOC105376143",16874,14490,14412,14715,7335
"16875","LOC105376286","GLYATL2","LOC102723534","LOC107986431",16875,14491,14412,14716,7336
"16876","LOC105376738","ASAP1-IT2","LOC102723708","LOC107987083",16876,14491,14412,14716,7337
"16877","LOC105376856","MRGPRE","LOC102723750","MYBPHL",16877,14492,14413,14717,7338
"16878","LOC105376864","SNORA2B","LOC102723811","ZNF66",16878,14492,14414,14717,7339
"16879","LOC105376956","LINC00852","LOC102723911","LOC105372421",16879,14492,14414,14717,7340
"16880","LOC105377495","IFI27","LOC102724542","LOC105378221",16880,14494,14415,14717,7340
"16881","LOC105377937","CYP27B1","LOC102724608","LRIT1",16881,14496,14415,14717,7340
"16882","LOC105378024","PLB1","LOC102725021","LOC105375044",16882,14497,14416,14718,7340
"16883","LOC105378577","LOC105377022","LOC105369151","LINC00911",16883,14499,14418,14720,7342
"16884","LOC105378644","P2RY1","LOC105369349","KRTAP3-3",16884,14500,14418,14721,7342
"16885","LOC105379030","LOC101927354","LOC105369352","LOC105378887",16885,14500,14419,14722,7342
"16886","LOC105379245","H2AC6","LOC105369691","TTTY6B",16886,14501,14419,14723,7343
"16887","LOC107984012","PIK3C2B","LOC105369828","PMVK",16887,14502,14419,14724,7344
"16888","LOC107984160","TBR1","LOC105369959","HTR3E",16888,14502,14419,14724,7344
"16889","LOC107984552","ZNF192P1","LOC105370359","LOC107984317",16889,14503,14419,14725,7344
"16890","LOC107984821","EFCAB5","LOC105370596","LOC105377537",16890,14504,14420,14726,7344
"16891","LOC107985201","FAXC","LOC105371289","LOC107986293",16891,14505,14420,14727,7344
"16892","LOC107985221","LOC102724800","LOC105371356","CLMN",16892,14505,14420,14728,7346
"16893","LOC107985262","CERS4","LOC105371517","CENPP",16893,14507,14420,14728,7347
"16894","LOC107985311","DCDC2C","LOC105371648","LINC00582",16894,14507,14420,14729,7348
"16895","LOC107985368","SULT1B1","LOC105371684","SNORD136",16895,14508,14420,14729,7348
"16896","LOC107985381","FAM83C","LOC105371873","LOC105373785",16896,14508,14420,14729,7348
"16897","LOC107985683","ASTN1","LOC105371989","CFAP61-AS1",16897,14509,14420,14729,7349
"16898","LOC107985991","CILP2","LOC105372203","MS4A13",16898,14510,14420,14729,7350
"16899","LOC107986012","SLAMF8","LOC105372311","DMRT2",16899,14511,14420,14730,7351
"16900","LOC107986094","PIFO","LOC105372434","MARCHF3",16900,14513,14420,14731,7353
"16901","LOC107986167","LOC105376626","LOC105372507","MIR5787",16901,14515,14421,14732,7353
"16902","LOC107986222","MACORIS","LOC105372513","ASNS",16902,14516,14421,14734,7354
"16903","LOC107986258","RSPO4","LOC105372892","PTMS",16903,14516,14421,14734,7355
"16904","LOC107986260","LOC105374407","LOC105373024","LSM11",16904,14517,14421,14735,7356
"16905","LOC107986489","LOC389641","LOC105373134","NMT1",16905,14518,14421,14736,7358
"16906","LOC107986847","LOC107986303","LOC105373948","PROS1",16906,14518,14421,14737,7359
"16907","LOC107987046","CATSPER2P1","LOC105373952","PCBP4",16907,14519,14421,14738,7361
"16908","LOC107987114","GAS6-AS1","LOC105374409","SIGLEC7",16908,14520,14421,14739,7361
"16909","LOC112268049","TMPRSS9","LOC105374440","MECOM-AS1",16909,14520,14421,14739,7362
"16910","LOC112268123","LOC105369161","LOC105374576","ZSCAN5C",16910,14520,14421,14740,7363
"16911","LOC112268211","LOC101927759","LOC105374855","PIDD1",16911,14521,14421,14741,7365
"16912","LOC112268295","LOC102724358","LOC105375126","LINC02231",16912,14521,14423,14741,7365
"16913","LOC112268330","LOC107984577","LOC105375221","LOC105372131",16913,14521,14423,14741,7365
"16914","LOC112268457","LOC107986767","LOC105375257","NUTM2A",16914,14522,14423,14742,7366
"16915","LOC339902","LOC101927863","LOC105375858","KRT6B",16915,14522,14423,14743,7368
"16916","LOC340184","LINC01232","LOC105375926","ARL2BP",16916,14523,14423,14743,7369
"16917","LOC340512","KCNH1","LOC105376086","PARL",16917,14524,14423,14744,7371
"16918","LOC93463","LOC101929415","LOC105376361","MIR660",16918,14524,14423,14744,7371
"16919","LPEQ6126","TINCR","LOC105376535","LOC105372221",16919,14524,14423,14745,7372
"16920","LRRC74B","LOC107985502","LOC105376583","MIR2117HG",16920,14526,14423,14747,7372
"16921","MAP3K5-AS1","CD79A","LOC105377046","ZNF10",16921,14526,14423,14747,7373
"16922","MIR1205","SCARNA10","LOC105377181","MYL2",16922,14526,14423,14748,7374
"16923","MIR3150BHG","ITGA6-AS1","LOC105377375","BANF2",16923,14526,14423,14749,7375
"16924","MIR3682","SLC45A1","LOC105377928","LOC105379564",16924,14527,14423,14750,7376
"16925","MIR455","WBP11P1","LOC105378009","LOC107987311",16925,14527,14423,14751,7377
"16926","MIR4664","CTSW","LOC105378305","AGAP3",16926,14528,14423,14751,7378
"16927","MIR541","LINC02580","LOC105379021","SEC61A1",16927,14528,14423,14752,7379
"16928","MIR6772","TREML4","LOC105379417","ABCC13",16928,14529,14423,14752,7379
"16929","MIR6884","FGF7P3","LOC107984197","PRADC1",16929,14530,14424,14753,7380
"16930","MIR6889","LINC01252","LOC107984198","ST6GALNAC5",16930,14531,14425,14754,7381
"16931","MKRN9P","LINC01111","LOC107984201","REXO1",16931,14533,14425,14754,7382
"16932","MOG","LOC105370990","LOC107984294","LOC107987068",16932,14534,14425,14755,7382
"16933","MROH7","C19orf38","LOC107984402","HLA-DRA",16933,14535,14425,14756,7383
"16934","MYO1G","ATG16L1","LOC107984438","SLC9A2",16934,14536,14425,14756,7383
"16935","NQO2-AS1","ANKRD22","LOC107984635","LINC01635",16935,14537,14426,14756,7383
"16936","OR4F21","LINC02519","LOC107984766","ELK4",16936,14537,14426,14756,7385
"16937","OXGR1","USP3-AS1","LOC107984888","B3GNT5",16937,14537,14427,14757,7386
"16938","PCA3","LINC01887","LOC107985019","LOC107985959",16938,14537,14427,14757,7386
"16939","PCAT7","SNORD7","LOC107985322","MIR548AY",16939,14537,14428,14757,7386
"16940","PCDH15","LOC105375153","LOC107985447","EWSAT1",16940,14538,14428,14757,7387
"16941","PGR-AS1","RBM20","LOC107985515","LOC105378523",16941,14538,14428,14757,7387
"16942","PKD2L2","CHMP4A","LOC107985521","LOC107985996",16942,14540,14429,14757,7388
"16943","PRAMEF1","LOC101927420","LOC107985795","HSPB2",16943,14540,14430,14758,7390
"16944","PRAMEF34P","LOC105374715","LOC107985948","LOC105379231",16944,14541,14431,14759,7391
"16945","PRAMEF7","FAM86JP","LOC107986021","ZNF148",16945,14542,14431,14760,7393
"16946","PROKR1","LOC101928352","LOC107986126","CYP24A1",16946,14543,14431,14761,7395
"16947","PSMB11","DRD2","LOC107986523","PWRN3",16947,14543,14431,14761,7395
"16948","RFPL4A","LOC101928441","LOC107986524","TGIF1",16948,14543,14431,14761,7397
"16949","RIPPLY1","LOC102724711","LOC107986735","VTRNA1-1",16949,14543,14431,14761,7398
"16950","RNY5","LOC105371311","LOC107986853","LOC105373770",16950,14544,14433,14761,7398
"16951","SBK2","LOC114841040","LOC107986882","CLCNKA",16951,14545,14433,14761,7400
"16952","SERPINA12","SPDYC","LOC107987094","BMS1P2-AGAP9",16952,14545,14433,14761,7401
"16953","SLC35F3","ADGRG1","LOC107987261","LINC01524",16953,14546,14434,14761,7401
"16954","SNORD114-26","ZNF623","LOC107987323","CA5B",16954,14548,14435,14761,7402
"16955","SNORD116-16","ATRNL1","LOC112267917","FAM66C",16955,14549,14435,14761,7404
"16956","SNORD116-3","HECW2-AS1","LOC112268093","OR1L8",16956,14550,14436,14762,7404
"16957","SNORD3D","GGN","LOC112268190","CORIN",16957,14551,14437,14763,7406
"16958","SPACA4","ITPR1-DT","LOC112268281","LOC107986326",16958,14551,14437,14764,7407
"16959","SPATA31D1","EXTL1","LOC284009","BPIFA1",16959,14552,14437,14765,7408
"16960","SYCP1","DLX3","LPL","ZBTB22",16960,14553,14437,14766,7410
"16961","SYT16","C20orf204","LRIT3","LOC100506235",16961,14553,14437,14767,7411
"16962","SYT4","KIF17","LRRC39","PNMA5",16962,14554,14437,14768,7412
"16963","TBC1D3I","TLR9","LRRIQ4","MIR371B",16963,14555,14437,14769,7412
"16964","TCAM1P","LOC100507103","MAL2","MIR524",16964,14555,14438,14769,7413
"16965","TLR8","LOC107985230","MIR1225","LOC105379173",16965,14555,14438,14770,7415
"16966","TMC8","ALDH8A1","MIR130A","LOC100996664",16966,14557,14438,14771,7416
"16967","TMEM150B","LOC107985998","MIR326","ANTXRL",16967,14557,14438,14772,7417
"16968","TMEM40","PAGE5","MIR4292","ENPP7P13",16968,14558,14439,14773,7418
"16969","TMPRSS7","IGFBP2","MIR450B","NCBP1",16969,14559,14439,14774,7419
"16970","TNRC17","PARD6B","MIR4725","LOC105377845",16970,14560,14439,14775,7420
"16971","TPH2","ALPP","MIR4743","ZFPM2",16971,14560,14439,14775,7422
"16972","TRIM72","ASNS","MIR616","MAP4K1",16972,14562,14440,14776,7422
"16973","ACKR2","CDK5R2","MIR6716","APOE",16973,14563,14440,14776,7423
"16974","PF4V1","CES3","MIR6726","LOC107986068",16974,14564,14441,14776,7423
