	samp_1_DMSO	samp_2_DMSO	samp_3_DMSO	samp_4_DMSO	samp_5_DMSO	samp_6_DMSO	samp_1_calmidazolium 	samp_2_calmidazolium 	samp_3_calmidazolium 	samp_4_calmidazolium 	samp_5_calmidazolium 	samp_6_calmidazolium 	samp_1_fludrocortisone	samp_2_fludrocortisone	samp_3_fludrocortisone	samp_4_fludrocortisone	samp_5_fludrocortisone	samp_6_fludrocortisone
ADAMTS2	868	2009	693	514	402	244	323	61	133	287	53	93	78	190	282	85	257	91
ADAMTS20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	29	44	5	13	4	13	1	3	1	4	1	1	2	3	3	2	6	1
ADAMTS4	28	119	105	41	40	20	72	6	13	64	5	10	4	33	59	6	25	8
ADAMTS5	518	971	254	294	291	235	208	63	84	373	83	88	56	101	79	31	115	25
ADAMTS6	92	115	41	46	46	17	144	4	11	42	9	3	10	2	13	4	18	3
ADAMTS7	93	74	33	40	10	16	39	5	18	22	5	5	15	9	36	8	11	2
ADAMTS7P1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADAMTS8	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ADAMTS9	23	18	4	12	1	1	8	0	1	2	0	0	4	7	1	3	8	5
ADAMTS9-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9-AS2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	838	873	497	238	278	126	329	25	76	153	45	48	52	63	176	55	162	36
ADAMTSL2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	1	0	0
ADAMTSL4	80	137	76	14	15	19	38	1	7	35	3	9	5	9	30	13	21	5
ADAMTSL4-AS1	3	1	2	0	1	0	7	0	0	1	0	0	0	0	2	0	0	2
ADAMTSL4-AS2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL5	126	154	85	47	64	19	38	5	15	34	5	7	7	10	14	19	34	8
ADAP1	14	2	3	4	10	2	1	2	0	1	0	0	1	2	0	0	3	0
ADAP2	1	1	2	7	0	0	12	0	1	0	0	0	0	0	0	0	0	0
ADAR	939	1573	386	412	274	141	280	46	60	283	50	63	78	109	163	86	242	48
ADARB1	126	275	66	67	95	30	67	10	13	41	7	21	12	27	29	17	44	18
ADARB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	208	706	202	149	137	81	97	23	30	111	20	32	26	69	111	39	107	14
ADAT2	37	91	9	43	18	8	13	10	1	36	2	7	2	10	16	1	12	1
ADAT3	39	117	30	34	18	7	29	3	9	14	1	15	4	10	9	6	17	3
ADCK1	52	87	11	41	17	8	14	1	12	14	7	8	1	11	3	8	12	4
ADCK2	98	235	82	41	37	23	33	3	17	12	5	10	3	12	24	16	27	6
ADCK5	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
ADCY1	14	18	1	23	7	3	8	2	0	2	0	0	0	2	2	0	6	0
ADCY10	1	4	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ADCY10P1	8	8	3	2	1	0	6	0	5	4	1	1	2	0	2	3	0	0
ADCY2	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADCY3	332	566	122	176	119	53	144	14	46	60	18	18	35	28	54	47	67	12
ADCY4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	7	6	21	1	13	0	0	0	0	2	0	0	0	0	0	5	0	2
ADCY6	81	146	51	37	27	18	54	7	12	43	4	8	4	15	14	11	24	6
ADCY6-DT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADCY7	338	698	190	169	212	73	117	14	28	111	12	32	31	45	76	18	83	17
ADCY8	2	3	2	16	6	0	2	1	4	12	3	0	0	0	1	0	0	0
ADCY9	361	479	267	183	133	71	106	10	34	121	27	34	23	33	81	32	68	19
ADCYAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	2481	4044	1205	1083	884	375	759	110	231	607	92	134	183	380	494	229	633	121
ADD2	245	271	25	95	55	5	69	3	3	86	9	2	21	36	6	19	55	4
ADD3	989	1930	528	564	403	168	342	52	111	350	64	58	84	190	229	137	276	53
ADD3-AS1	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0
ADGB	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	340	482	138	127	68	59	87	13	22	82	7	12	11	46	47	28	58	12
ADGRA3	117	222	58	85	47	51	48	5	7	40	3	5	11	24	18	12	23	10
ADGRB1	9	26	1	8	1	1	12	2	2	4	1	1	3	0	1	3	2	1
ADGRB2	66	103	36	41	30	1	20	0	2	9	5	1	7	8	11	11	8	2
ADGRB3	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
ADGRD1	9	6	2	3	0	3	0	1	1	2	0	0	0	1	1	1	3	0
ADGRD1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ADGRE3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ADGRE4P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADGRE5	456	870	439	174	249	113	267	23	95	109	24	24	39	59	80	25	117	22
ADGRF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF3	0	8	0	3	0	1	0	0	0	0	0	0	0	1	1	0	0	0
ADGRF4	0	0	0	0	0	1	0	0	0	3	0	0	1	1	0	0	0	1
ADGRF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5-AS1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG1	0	1	0	3	0	0	0	0	5	0	0	0	0	1	0	0	0	0
ADGRG2	3	1	4	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
ADGRG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG6	16	42	25	4	12	6	3	2	2	2	4	0	1	5	11	0	5	5
ADGRG7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRL2	133	183	79	71	48	25	36	6	19	44	1	11	20	6	31	8	15	5
ADGRL3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL4	422	957	210	287	162	79	179	25	68	175	14	25	41	86	104	52	65	27
ADGRV1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	57	66	16	51	5	15	10	8	1	17	0	6	3	12	5	4	4	9
ADH1C	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	2050	4463	1348	1152	837	432	862	102	255	759	87	151	211	401	490	259	580	128
ADH6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	31	26	8	4	1	0	5	1	2	13	0	0	2	1	1	1	9	3
ADI1	338	649	218	218	165	60	110	19	56	132	20	22	32	51	44	38	78	25
ADIG	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADIPOR1	361	893	345	226	201	138	148	24	69	147	38	29	56	86	127	50	124	23
ADIPOR2	8	16	3	3	2	1	3	0	1	1	1	0	2	0	0	0	1	0
ADIRF	1296	2866	969	807	892	217	616	69	139	593	103	97	116	233	329	193	663	69
ADK	645	1089	548	306	337	143	307	35	59	228	46	50	56	137	185	91	240	51
ADM	1136	2108	1258	792	514	306	584	65	236	494	106	92	105	166	459	193	516	87
ADM2	2	3	10	2	0	1	0	0	0	0	0	2	0	0	0	0	0	1
ADM5	2	5	4	2	0	0	7	0	0	0	0	0	0	0	1	0	0	0
ADNP	485	965	308	303	231	98	326	32	83	243	43	44	52	128	102	59	156	33
ADNP-AS1	24	14	12	2	12	0	8	0	0	2	0	1	8	3	1	4	3	0
ADNP2	211	267	103	81	90	43	141	18	51	71	34	24	10	36	32	27	54	16
ADO	326	755	238	199	225	79	149	19	40	138	17	38	36	41	66	37	94	17
ADORA1	34	50	3	9	1	5	4	3	1	7	0	2	0	1	1	2	0	0
ADORA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	1	1	0	4	0	0	18	0	0	0	0	0	0	0	0	2	1	0
ADORA2B	29	25	15	28	16	6	38	0	2	16	1	3	5	5	13	1	16	2
ADORA3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0
ADPGK	245	500	175	210	172	71	120	27	41	141	24	31	23	32	73	40	90	23
ADPGK-AS1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0
ADPRH	40	38	33	16	13	3	9	2	2	10	1	0	10	4	11	5	5	2
ADPRHL1	24	53	8	5	3	3	2	1	0	12	0	0	0	6	8	1	23	0
ADPRM	57	191	65	28	34	45	46	11	8	20	6	20	7	18	22	6	41	10
ADPRS	193	460	178	101	103	50	83	24	31	79	11	23	13	51	65	26	75	14
ADRA1A	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADRA1B	18	21	9	6	5	2	3	5	2	10	0	2	13	13	26	7	30	3
ADRA1D	5	6	22	9	6	0	4	0	9	2	2	0	0	0	6	2	9	0
ADRA2A	19	33	25	28	10	15	14	3	1	12	1	3	1	2	9	2	3	1
ADRA2B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADRA2C	4	57	7	9	12	3	14	1	0	3	4	4	2	6	5	5	36	0
ADRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADRB2	14	39	19	8	11	1	9	0	0	1	1	5	4	0	11	3	9	3
ADRB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRM1	1390	2872	1048	672	695	346	536	83	192	577	84	111	122	266	427	177	580	130
ADSL	592	1276	387	345	292	138	248	41	68	244	32	52	67	164	106	78	230	48
ADSS1	15	32	3	7	2	2	9	2	1	7	0	3	2	1	0	2	2	0
ADSS2	465	962	345	292	231	163	255	39	65	265	34	60	47	73	100	41	123	27
ADTRP	64	179	12	39	41	15	19	1	2	36	1	11	3	19	3	4	14	3
AEBP1	2924	5465	1441	1134	897	1029	1292	183	322	759	128	328	256	489	486	207	566	314
AEBP2	255	539	164	114	120	48	121	21	30	138	13	29	37	50	47	35	59	14
AEN	438	743	255	179	197	56	207	36	53	192	35	30	31	55	67	29	119	16
AFAP1	329	643	222	188	159	94	212	34	41	204	15	27	27	39	60	19	69	15
AFAP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFAP1L1	92	262	124	87	41	31	94	7	19	65	6	9	18	56	89	30	61	12
AFAP1L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFDN	185	385	95	75	102	54	111	13	38	74	13	16	23	35	48	15	87	16
AFDN-DT	0	2	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF1	317	507	261	177	98	67	181	23	68	131	39	34	23	42	113	31	117	13
AFF1-AS1	47	45	24	11	6	5	26	0	1	3	1	4	1	13	18	4	9	0
AFF2	153	103	19	25	19	24	32	5	12	16	4	7	6	13	28	5	22	2
AFF3	6	86	5	4	6	2	1	2	3	0	0	0	0	3	1	2	0	1
AFF4	1064	1846	885	542	455	285	743	83	207	613	110	140	99	195	238	143	389	74
AFG1L	61	64	21	19	8	5	9	2	9	16	2	6	5	7	10	3	19	1
AFG3L1P	45	92	26	38	42	24	18	2	2	14	0	5	4	16	11	5	16	4
AFG3L2	415	769	350	144	133	103	186	21	56	130	16	34	45	57	115	47	133	36
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	80	247	76	35	40	34	24	6	11	34	2	3	10	20	21	16	29	10
AFP	8	80	17	11	9	4	5	0	1	2	0	5	2	0	12	0	3	0
AFTPH	263	451	218	127	125	38	177	20	74	137	28	27	26	33	93	23	66	12
AGA	225	322	124	114	68	64	45	8	28	90	6	11	25	29	44	22	38	23
AGAP1	170	496	137	110	111	44	99	9	32	95	15	16	15	55	65	18	102	24
AGAP1-IT1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP11	25	18	6	9	2	4	9	0	4	9	1	0	3	2	4	0	3	1
AGAP12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP2	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AGAP2-AS1	171	327	128	117	59	29	84	12	25	52	8	19	15	22	31	25	44	11
AGAP3	472	1052	372	263	161	137	305	39	118	280	35	71	43	80	109	59	134	42
AGAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP5	1	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP7P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL3	5	21	0	4	2	3	3	1	1	4	2	0	0	1	2	6	3	1
AGBL4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	159	239	83	91	45	25	64	9	10	44	6	6	13	13	10	13	31	6
AGBL5-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AGER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGFG1	562	848	333	233	197	117	241	31	77	195	39	22	69	86	135	47	186	17
AGFG2	58	178	21	49	34	24	37	4	5	24	0	5	5	13	28	10	40	1
AGGF1	389	672	348	277	198	81	177	37	51	189	26	31	54	104	105	57	139	42
AGK	7	2	0	6	0	0	6	0	0	0	0	0	0	0	2	0	0	0
AGL	216	508	190	96	80	38	74	8	15	58	7	8	30	45	56	25	59	18
AGMAT	42	51	14	14	7	4	6	2	2	5	0	0	3	3	4	0	6	2
AGMO	6	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0
AGO1	225	600	136	130	115	72	102	8	22	108	10	25	21	50	39	27	69	14
AGO2	297	694	274	143	143	130	300	35	93	197	26	29	32	78	114	53	101	40
AGO3	358	559	163	123	111	72	198	24	64	160	24	38	39	44	62	36	88	20
AGO4	83	192	68	71	106	22	63	9	19	38	2	17	5	13	14	15	41	12
AGPAT1	1	3	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
AGPAT2	696	1082	423	334	249	99	191	33	76	195	37	44	82	103	124	92	189	45
AGPAT3	987	1440	558	373	302	160	341	45	132	242	42	63	91	122	159	100	236	41
AGPAT4	78	342	119	66	34	22	49	19	10	40	11	13	3	26	13	11	15	9
AGPAT4-IT1	13	10	12	1	16	2	4	0	8	5	0	0	0	0	0	0	2	0
AGPAT5	1	5	2	6	1	0	1	0	0	0	0	0	1	1	0	1	0	0
AGPS	295	619	183	168	122	62	133	9	40	90	19	18	35	37	50	36	101	30
AGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	99	237	39	70	28	17	38	10	11	33	8	4	12	28	11	12	27	10
AGRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGT	12	97	9	8	6	14	2	0	1	5	0	2	0	11	17	2	6	10
AGTPBP1	118	155	50	38	22	21	22	6	15	19	2	3	14	19	26	10	19	7
AGTR1	7	22	6	4	5	2	2	1	0	7	0	1	1	1	14	1	4	3
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	438	935	375	241	162	165	181	15	96	165	25	31	54	85	161	68	138	40
AGXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCTF1	225	630	201	139	105	108	196	22	33	86	27	43	34	63	85	35	107	35
AHCTF1P1	8	30	12	5	3	6	17	2	0	5	2	2	1	0	3	2	9	4
AHCY	500	919	312	250	240	146	112	30	54	159	24	43	37	92	142	58	139	49
AHCYL1	1447	2741	1178	838	670	434	623	82	216	446	92	178	144	253	364	146	416	122
AHCYL2	54	97	64	45	13	11	30	2	12	18	5	7	6	13	19	6	25	3
AHDC1	129	233	58	73	48	18	68	8	8	54	5	4	15	18	14	12	32	9
AHI1	336	745	268	207	174	93	332	28	71	271	52	35	36	61	113	38	96	29
AHNAK	8658	12541	4601	4072	3021	1382	2976	367	936	2617	351	504	999	1294	1948	1106	3104	553
AHNAK2	3287	6165	2485	1731	869	356	1062	193	467	1197	95	138	249	648	861	355	709	151
AHR	1008	1077	226	452	201	130	380	29	71	294	37	59	119	53	120	92	187	51
AHRR	413	862	174	214	133	83	249	37	65	174	16	42	15	52	33	22	58	21
AHSA1	515	1120	396	417	269	129	306	41	62	235	35	36	51	99	96	78	168	38
AHSA2P	118	197	40	61	54	37	65	8	10	30	11	20	25	24	14	12	38	7
AHSG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AICDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AIDA	204	399	148	98	70	40	95	12	39	71	15	11	28	25	58	24	52	24
AIF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIF1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIFM1	255	664	206	178	126	75	104	12	44	116	19	19	24	55	88	37	120	22
AIFM2	273	549	177	128	133	51	123	20	11	81	15	21	22	58	46	24	70	22
AIFM3	5	1	7	1	2	0	0	2	0	0	0	0	1	0	0	1	0	0
AIG1	324	558	182	142	99	44	174	14	36	76	19	13	30	51	91	35	70	18
AIM2	14	2	0	1	0	0	6	0	0	0	0	0	3	0	0	1	0	1
AIMP1	703	1381	538	376	355	148	222	60	74	318	44	71	63	142	149	90	253	44
AIMP2	326	670	205	151	160	87	140	15	47	129	18	40	37	72	105	49	170	25
AIP	410	753	254	241	146	103	180	22	40	154	20	40	46	74	87	56	112	32
AIPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIRN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AJAP1	14	123	5	8	4	44	2	2	1	2	0	19	0	2	3	1	5	7
AJM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJUBA	71	164	41	51	51	22	46	6	7	26	11	4	15	8	13	17	39	3
AK1	758	1502	436	415	336	151	216	42	79	256	31	59	67	119	151	99	283	31
AK2	591	1315	415	280	288	130	308	42	70	214	32	71	64	112	129	80	240	42
AK3	904	1250	550	556	308	143	282	35	137	270	20	34	94	98	181	138	187	52
AK4	86	221	38	28	26	28	47	10	10	24	6	8	11	13	24	9	35	12
AK5	1667	3276	1240	1087	701	244	596	106	303	731	112	115	114	326	505	206	517	98
AK6	0	3	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0
AK7	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0
AK8	4	4	0	0	3	1	1	0	0	0	1	0	0	0	0	1	4	0
AK9	26	21	5	13	14	5	3	2	0	18	0	0	0	4	9	2	4	1
AKAIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP1	141	327	109	107	88	38	50	6	26	67	7	16	10	30	29	21	54	13
AKAP10	220	328	94	116	75	46	152	17	16	93	9	12	18	22	35	33	36	7
AKAP11	728	1147	416	417	275	145	279	39	83	270	38	65	53	119	182	72	284	60
AKAP12	930	1629	552	427	429	223	509	58	160	307	98	102	155	257	234	170	510	121
AKAP13	603	1156	394	357	222	148	289	42	147	267	67	76	111	174	225	146	356	76
AKAP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17A	1	5	2	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0
AKAP3	0	6	1	0	1	0	1	0	0	1	2	0	0	1	1	0	0	1
AKAP4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
AKAP5	2	4	1	5	2	0	1	2	3	1	0	3	0	0	2	1	4	0
AKAP6	6	22	9	17	18	7	2	1	2	3	4	0	3	0	0	4	7	0
AKAP7	79	139	25	10	25	16	9	4	3	12	3	4	5	24	12	7	20	10
AKAP8	275	470	164	116	106	81	186	12	28	74	24	16	21	42	72	27	97	9
AKAP8L	169	346	82	73	64	19	89	16	19	86	10	9	17	29	35	32	47	10
AKAP9	1074	2154	891	597	479	225	588	84	230	518	60	103	108	221	270	113	289	67
AKIP1	264	425	217	131	130	52	126	10	23	73	15	10	24	55	65	31	90	23
AKIRIN1	667	1189	503	351	355	220	375	41	123	324	74	74	59	120	210	76	233	71
AKIRIN2	396	802	287	235	190	122	200	32	74	248	29	57	39	65	92	45	120	22
AKNA	63	189	23	20	14	25	32	4	8	32	3	13	3	13	12	6	24	8
AKNAD1	2	1	0	1	0	0	4	0	0	1	0	0	0	1	0	0	0	0
AKR1A1	571	1258	315	389	261	171	215	49	112	264	28	53	63	161	143	85	168	36
AKR1B1	2505	5863	1879	1803	1068	549	1285	185	435	1343	165	203	220	500	641	356	742	162
AKR1B10	4	11	0	0	0	1	0	1	0	0	0	0	4	1	1	0	3	1
AKR1B15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C1	2269	5304	2320	1365	950	565	836	173	484	828	161	178	272	566	874	280	643	235
AKR1C2	382	579	246	200	101	75	139	25	70	103	7	26	37	40	101	49	72	20
AKR1C3	1323	1824	468	610	260	179	325	49	87	271	26	68	109	135	205	140	193	62
AKR1C4	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C8P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1E2	7	51	26	16	9	1	8	1	1	3	2	6	2	8	2	5	8	2
AKR7A2	1434	2311	501	698	318	210	441	63	80	386	34	71	117	159	199	146	295	62
AKR7A2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR7A3	22	17	2	1	1	1	0	0	0	1	0	0	0	0	0	0	5	0
AKR7L	12	13	0	0	0	0	5	2	6	2	2	1	0	0	4	1	2	0
AKT1	782	1755	436	407	395	214	259	47	125	251	43	55	78	122	192	61	290	63
AKT1S1	491	833	288	263	179	79	131	19	50	129	18	40	44	82	138	56	127	33
AKT2	413	911	230	241	165	81	168	27	50	129	12	23	44	82	105	40	135	36
AKT3	2	7	3	0	3	1	8	0	0	2	2	0	0	1	1	1	1	1
AKTIP	105	186	81	47	51	20	51	2	5	22	1	12	8	9	14	12	37	7
ALAD	374	655	197	184	104	48	101	13	34	104	14	14	38	46	72	40	74	13
ALAS1	423	965	227	213	193	106	211	25	44	122	28	34	37	61	91	47	159	23
ALAS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALB	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALCAM	1179	2750	2184	504	582	521	524	81	349	328	76	167	454	402	1110	421	885	352
ALDH16A1	267	539	160	86	97	58	95	10	39	71	9	16	24	30	44	27	106	20
ALDH18A1	546	879	170	260	222	124	206	26	43	136	28	37	46	68	98	43	148	23
ALDH1A1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1A2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ALDH1A3	264	345	131	99	152	137	81	8	28	78	34	58	69	38	85	38	138	56
ALDH1B1	254	444	98	134	156	34	59	5	19	57	10	14	19	38	46	26	98	13
ALDH1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L2	408	892	184	159	125	142	123	33	52	109	15	45	43	95	79	51	71	56
ALDH2	265	336	74	109	43	56	72	17	25	70	6	16	22	28	26	22	25	21
ALDH3A1	7	38	3	17	5	1	2	0	1	20	0	0	1	3	5	7	2	1
ALDH3A2	389	774	176	201	124	67	130	28	39	125	14	26	29	60	89	36	85	39
ALDH3B1	601	949	240	278	107	81	205	32	39	153	19	31	56	77	79	54	106	29
ALDH3B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	66	143	62	12	20	8	18	4	9	10	5	1	4	10	4	9	12	2
ALDH5A1	1	5	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ALDH6A1	234	198	70	97	37	32	55	5	24	46	2	7	18	38	27	13	55	13
ALDH7A1	539	1096	255	260	211	135	199	28	40	228	25	35	52	82	130	65	189	40
ALDH8A1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ALDH9A1	708	1173	486	401	318	109	255	43	78	287	27	56	56	115	152	76	210	36
ALDOA	2	4	1	1	1	0	5	0	0	0	0	0	0	0	0	1	2	0
ALDOB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDOC	53	105	15	22	22	21	23	2	4	10	1	0	3	8	12	9	19	8
ALG1	300	581	163	183	121	71	79	19	35	122	10	15	31	57	67	32	110	16
