	samp_1_DMSO	samp_2_DMSO	samp_3_DMSO	samp_4_DMSO	samp_5_DMSO	samp_6_DMSO	samp_1_calmidazolium 	samp_2_calmidazolium 	samp_3_calmidazolium 	samp_4_calmidazolium 	samp_5_calmidazolium 	samp_6_calmidazolium 	samp_1_fludrocortisone	samp_2_fludrocortisone	samp_3_fludrocortisone	samp_4_fludrocortisone	samp_5_fludrocortisone	samp_6_fludrocortisone
ADAMTS18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADAMTS19-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	345	572	1137	202	557	394	309	714	370	383	513	309	934	1496	226	842	2088	823
ADAMTS20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	15	8	10	4	13	8	6	16	3	8	9	3	15	15	0	10	18	9
ADAMTS4	43	41	120	23	40	49	56	122	68	53	91	44	71	193	28	84	223	112
ADAMTS5	216	247	374	147	362	315	190	543	155	284	501	339	416	431	34	281	789	174
ADAMTS6	32	26	44	12	57	24	75	73	39	43	106	39	67	27	2	44	123	17
ADAMTS7	25	28	151	12	10	21	23	40	69	65	21	15	91	120	9	108	77	44
ADAMTS7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	4	0	0	1	3	0	9	0	0	0	0	0	10	0	1	4	0	0
ADAMTS9	7	7	4	0	5	3	1	7	1	5	4	5	37	12	5	23	33	20
ADAMTS9-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9-AS2	0	0	0	0	0	0	3	1	0	1	1	0	1	0	0	2	0	0
ADAMTSL1	367	221	877	95	377	189	282	384	302	255	378	113	1100	537	110	591	1265	297
ADAMTSL2	0	1	0	0	1	0	6	1	0	0	0	1	0	0	0	2	0	0
ADAMTSL3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL4	35	57	166	15	29	19	47	70	85	38	19	10	71	137	28	77	111	40
ADAMTSL4-AS1	0	1	1	0	2	0	1	0	0	1	0	0	2	0	0	5	6	1
ADAMTSL4-AS2	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ADAMTSL5	58	45	139	25	73	41	45	82	61	79	70	30	121	105	15	126	250	96
ADAP1	2	5	7	3	17	11	6	9	1	10	12	10	17	14	2	20	74	16
ADAP2	0	1	2	0	0	0	0	0	1	2	0	0	1	3	0	3	0	2
ADAR	381	402	579	215	341	255	279	427	204	448	337	194	915	799	83	815	1289	381
ADARB1	43	47	78	20	70	66	57	65	35	43	81	45	144	133	17	109	468	200
ADARB2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	129	178	352	104	225	118	126	248	129	161	163	83	319	434	53	382	736	205
ADAT2	26	25	24	19	26	13	19	33	8	26	16	9	67	57	9	57	84	24
ADAT3	51	43	71	24	47	41	62	107	57	51	87	44	148	118	12	88	137	97
ADCK1	40	36	65	22	26	18	53	55	26	38	41	15	107	89	5	104	98	43
ADCK2	78	82	200	46	91	49	70	121	71	113	66	60	249	168	42	245	306	117
ADCK5	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0
ADCY1	3	12	18	9	23	8	6	24	2	19	29	7	11	32	0	17	79	12
ADCY10	0	0	2	1	0	0	0	1	0	1	1	0	5	0	0	0	2	0
ADCY10P1	0	1	3	0	1	0	0	1	0	0	0	0	1	4	0	4	6	0
ADCY2	0	2	3	0	1	0	0	0	2	0	3	0	3	0	0	1	7	0
ADCY3	142	112	243	73	146	74	141	198	96	208	148	48	471	355	44	461	603	141
ADCY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	2	2	4	1	4	0	4	2	1	0	0	0	4	2	0	3	6	2
ADCY6	44	56	81	13	46	27	32	69	24	76	33	18	107	82	19	93	129	40
ADCY6-DT	1	1	0	2	0	0	0	0	0	0	0	0	2	2	0	2	1	0
ADCY7	109	161	234	66	201	87	77	149	57	134	119	53	310	273	35	301	490	129
ADCY8	0	3	3	3	2	1	2	4	7	18	16	2	2	5	0	11	14	0
ADCY9	137	92	437	68	169	109	111	129	163	159	193	93	342	252	49	318	649	209
ADCYAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0	1	1	0	1	0	2	0	0	0	1	0	2	4	0	1	1	0
ADD1	1395	1058	2313	661	1240	727	1256	1529	931	1645	1246	582	4311	3079	310	3654	5231	1549
ADD2	168	123	18	81	122	2	105	122	4	148	96	3	343	168	1	311	366	10
ADD3	479	559	649	325	519	260	409	567	152	681	444	243	1259	1091	122	1400	1657	488
ADD3-AS1	0	2	1	0	4	0	0	0	1	0	0	0	1	0	0	0	6	0
ADGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADGRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	125	144	250	57	119	87	71	157	87	99	65	56	330	259	54	200	330	172
ADGRA3	53	52	112	44	61	65	47	62	19	75	70	46	195	151	9	201	257	88
ADGRB1	7	7	5	5	3	3	2	10	0	13	4	2	10	13	0	29	12	11
ADGRB2	22	33	55	20	23	13	25	51	32	41	30	11	81	91	5	121	105	32
ADGRB3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
ADGRD1	1	1	0	0	3	6	1	5	2	2	2	10	5	7	0	5	6	9
ADGRD1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE1	1	0	6	0	3	0	1	0	5	2	3	0	1	1	1	4	3	0
ADGRE2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADGRE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE5	244	141	772	92	292	191	356	291	419	343	500	185	957	617	79	593	1822	430
ADGRF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF3	1	0	3	1	2	0	0	2	2	1	1	0	1	1	0	1	2	0
ADGRF4	0	0	0	0	0	1	0	1	0	0	0	0	0	5	0	2	1	0
ADGRF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG1	0	1	3	2	0	0	0	2	0	4	2	0	3	1	0	2	8	3
ADGRG2	0	1	1	0	0	0	2	1	0	1	2	0	9	3	0	5	0	2
ADGRG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG5	0	0	0	0	0	0	3	2	1	0	0	0	0	3	0	1	0	0
ADGRG6	2	5	15	1	10	6	6	6	1	0	16	4	7	19	5	2	45	15
ADGRG7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ADGRL2	41	30	143	29	33	24	42	39	33	44	23	28	147	65	5	138	110	31
ADGRL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL4	219	247	329	173	125	123	243	296	99	311	86	102	761	600	53	631	400	191
ADGRV1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADH1B	14	28	2	12	1	26	27	48	2	33	4	24	36	115	2	77	14	69
ADH1C	0	0	0	0	1	0	0	0	0	1	1	1	2	1	0	1	0	2
ADH4	0	0	2	0	2	0	0	1	0	1	1	0	2	3	0	0	0	0
ADH5	1290	1089	1915	678	999	703	1361	1411	622	2004	1110	763	3868	2445	291	3633	4153	1349
ADH6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADHFE1	4	5	16	7	8	5	8	5	5	8	17	2	12	9	2	20	27	6
ADI1	569	386	804	324	451	349	502	476	412	518	368	276	1112	833	61	1115	1127	659
ADIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1	162	144	469	109	207	173	204	268	175	338	269	167	670	473	48	779	1038	319
ADIPOR2	2	0	3	0	0	2	0	3	2	0	1	0	1	3	1	7	9	0
ADIRF	1535	821	2373	774	1817	788	1930	2258	1322	2876	2456	815	5086	4376	48	5912	8017	1536
ADK	361	313	682	219	420	214	351	389	244	475	405	170	1059	744	99	984	1453	359
ADM	579	499	2008	336	719	455	549	679	617	856	794	344	1674	1066	507	1964	3541	694
ADM2	2	1	6	1	1	13	4	6	2	3	5	11	7	6	0	2	2	14
ADM5	3	3	1	1	1	0	2	4	1	1	1	0	8	1	0	5	2	1
ADNP	210	252	412	154	262	169	179	291	131	278	230	103	695	483	48	623	877	261
ADNP-AS1	4	2	19	5	5	3	9	1	5	10	5	1	10	19	1	11	28	4
ADNP2	102	67	152	43	84	51	167	137	67	145	149	60	301	199	23	241	353	100
ADO	254	142	373	137	206	144	242	288	144	347	207	122	501	324	41	558	634	172
ADORA1	18	16	7	15	10	11	11	18	3	29	2	4	11	14	3	25	13	3
ADORA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ADORA2B	24	5	38	7	9	18	56	20	13	61	18	19	72	43	3	86	45	33
ADORA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADPGK	121	122	270	90	117	103	157	155	104	240	174	100	438	330	30	522	674	211
ADPGK-AS1	0	3	0	0	0	1	0	0	0	1	0	1	2	1	1	0	0	0
ADPRH	41	11	45	8	13	9	25	18	13	21	5	10	109	21	12	63	59	28
ADPRHL1	8	13	14	9	14	10	4	15	15	20	21	8	15	41	2	46	50	15
ADPRM	43	22	63	19	41	38	74	94	33	61	59	53	220	106	12	106	228	85
ADPRS	175	221	356	106	145	125	249	270	176	196	165	138	419	340	84	382	553	230
ADRA1A	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADRA1B	7	2	39	0	12	5	4	8	26	3	4	2	294	137	35	130	313	105
ADRA1D	6	2	37	6	17	0	11	1	9	8	30	3	18	5	2	33	53	2
ADRA2A	17	20	45	7	35	9	13	19	10	17	19	7	20	28	2	30	44	11
ADRA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADRA2C	4	7	27	7	24	10	2	9	5	4	27	4	19	30	2	28	159	44
ADRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
ADRB2	11	7	76	7	22	12	13	5	11	10	16	9	43	14	9	39	91	20
ADRB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRM1	1215	1151	2242	625	1302	1023	1299	1736	1143	1538	1314	852	3311	2711	443	2889	4642	1815
ADSL	480	412	683	241	469	320	523	511	297	586	430	329	1641	1087	113	1230	1720	604
ADSS1	10	8	14	5	1	1	15	6	8	14	5	6	38	20	0	25	32	8
ADSS2	232	252	565	157	257	312	262	431	255	435	367	234	620	638	105	656	980	451
ADTRP	43	89	10	30	31	47	37	100	3	28	27	35	84	113	1	87	42	45
AEBP1	1572	2503	3003	528	1714	2542	1779	4098	1356	1016	1524	1332	3785	5222	478	1961	4888	5072
AEBP2	152	122	233	83	136	88	156	214	80	178	146	69	315	270	25	302	459	126
AEN	267	247	391	147	241	157	376	571	266	547	480	191	689	628	56	723	910	253
AFAP1	123	152	352	83	205	129	184	329	132	264	246	146	284	240	46	245	557	183
AFAP1-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AFAP1L1	54	46	137	37	45	41	69	117	102	101	87	19	347	408	64	416	449	199
AFAP1L2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
AFDN	113	113	262	44	136	69	79	124	77	104	155	49	347	278	44	262	621	153
AFDN-DT	1	0	0	0	2	0	0	1	0	2	0	0	4	0	0	2	2	0
AFF1	67	53	244	47	87	38	69	138	102	120	146	43	197	211	28	223	406	100
AFF1-AS1	11	14	30	1	20	5	16	15	7	13	16	2	28	30	2	22	59	5
AFF2	30	30	60	16	49	24	23	44	15	20	40	34	98	99	9	60	144	62
AFF3	0	20	2	0	3	4	1	13	2	1	2	10	0	27	2	0	11	5
AFF4	436	479	1146	306	575	407	439	789	408	601	598	318	1303	1009	197	1221	2021	695
AFG1L	25	16	26	11	21	16	24	25	10	23	23	10	65	48	8	70	78	11
AFG3L1P	10	24	34	6	26	10	15	28	22	11	20	4	35	55	4	27	54	14
AFG3L2	268	227	595	115	236	217	280	399	287	419	329	193	921	751	72	771	1215	421
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	66	45	120	40	42	37	60	71	40	68	46	27	182	156	9	155	184	63
AFP	5	5	18	3	13	5	6	3	5	5	6	4	16	9	4	9	21	10
AFTPH	123	128	280	94	121	109	190	238	124	228	212	83	327	286	44	314	451	168
AGA	107	77	165	43	64	80	114	111	59	150	60	105	340	219	41	276	236	198
AGAP1	99	126	223	56	146	88	81	140	76	127	133	76	339	301	44	272	760	166
AGAP1-IT1	0	0	4	0	2	1	1	0	0	0	1	1	3	0	1	3	4	1
AGAP10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP11	20	12	10	8	15	3	11	12	11	19	15	4	47	33	3	19	45	16
AGAP12P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AGAP2	1	0	1	3	1	1	1	3	6	0	0	0	3	2	1	2	3	1
AGAP2-AS1	146	118	273	72	129	78	124	183	177	169	171	80	460	313	39	406	543	199
AGAP3	353	376	803	202	305	363	372	721	487	480	378	213	756	882	111	768	1021	528
AGAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP5	2	0	2	2	0	1	2	4	1	5	1	0	2	5	0	0	3	2
AGAP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL3	0	2	6	3	4	4	3	2	1	0	1	3	9	4	1	7	13	5
AGBL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	98	124	146	55	84	33	107	95	62	141	98	30	344	213	34	304	381	69
AGBL5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0
AGER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGFG1	239	229	437	130	282	203	336	357	188	344	322	191	837	484	99	725	1130	384
AGFG2	63	30	74	22	50	22	46	48	45	41	46	15	157	119	9	153	323	55
AGGF1	296	305	461	181	301	215	222	420	135	319	271	131	853	671	75	813	1003	338
AGK	1	0	2	1	0	1	1	2	0	1	0	0	3	4	0	1	3	1
AGL	89	84	151	49	92	77	67	95	36	116	92	35	335	254	33	275	349	126
AGMAT	8	17	21	4	9	16	6	16	17	12	7	13	21	30	2	19	44	27
AGMO	0	0	0	0	0	0	0	0	1	0	0	2	1	2	0	0	3	0
AGO1	168	140	261	102	147	112	132	201	83	195	143	93	497	284	50	438	522	220
AGO2	167	176	360	92	211	201	304	318	202	292	339	235	496	438	63	539	996	433
AGO3	91	84	175	56	84	66	150	140	59	141	148	67	331	249	23	290	372	182
AGO4	19	48	82	7	38	20	34	87	22	25	57	28	120	129	12	76	209	40
AGPAT1	1	0	2	0	0	0	1	0	1	3	0	1	0	1	0	10	1	2
AGPAT2	482	362	847	261	423	303	545	585	454	652	417	280	1365	903	133	1184	1422	699
AGPAT3	609	490	1013	283	523	265	525	618	398	613	435	201	1693	1023	170	1350	1795	512
AGPAT4	35	109	141	44	46	47	46	185	51	86	66	48	95	148	19	85	148	66
AGPAT4-IT1	5	12	15	2	10	7	2	10	4	4	7	5	8	11	2	8	14	2
AGPAT5	1	2	10	0	2	0	0	0	0	0	0	0	1	4	0	2	2	0
AGPS	129	138	242	78	177	125	131	162	96	113	138	85	424	325	40	340	587	179
AGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	47	86	57	28	56	32	26	77	22	37	24	17	117	143	9	94	131	77
AGRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AGT	5	26	45	1	15	78	4	36	18	6	14	52	6	64	7	12	63	133
AGTPBP1	56	36	117	11	33	24	49	71	50	38	41	15	163	96	11	96	148	67
AGTR1	0	2	11	1	1	3	1	4	4	7	8	6	7	14	6	10	54	13
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	388	328	844	216	324	247	450	455	458	521	345	270	1331	961	156	1142	1308	575
AGXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AHCTF1	111	133	273	59	157	132	141	205	81	204	203	110	395	437	52	479	794	262
AHCTF1P1	9	12	19	4	5	14	11	11	4	14	5	6	23	13	10	11	31	10
AHCY	261	218	467	143	244	203	305	314	182	426	254	271	1049	696	63	1115	1275	444
AHCYL1	1009	1005	1890	536	995	967	868	1330	643	1052	896	746	2732	2234	291	2428	3174	1518
AHCYL2	19	26	43	16	23	10	23	25	4	48	33	21	55	58	9	87	103	21
AHDC1	49	78	125	54	76	51	52	87	49	64	40	24	132	155	29	158	289	94
AHI1	194	252	541	173	310	160	245	506	249	352	239	130	479	577	85	568	659	241
AHNAK	1953	1897	5282	1187	2620	1030	1161	1936	1601	1776	1972	703	6485	6790	949	5771	16403	3180
AHNAK2	2540	2787	5159	1770	1795	807	916	1980	1389	1581	763	390	4937	5285	1172	4916	5694	1643
AHR	223	141	234	122	171	151	207	198	67	200	241	195	863	373	52	584	948	283
AHRR	168	125	220	58	157	106	143	240	95	158	180	104	222	219	14	215	432	90
AHSA1	234	273	669	183	303	220	297	520	342	478	387	187	885	830	81	990	1427	346
AHSA2P	8	24	32	5	10	9	9	22	11	9	14	4	28	106	5	37	56	21
AHSG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AICDA	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1
AIDA	116	96	206	45	120	77	70	109	49	110	80	60	237	138	25	185	322	126
AIF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIF1L	0	0	2	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0
AIFM1	173	172	373	86	173	113	138	277	159	195	189	99	444	476	45	523	656	189
AIFM2	137	123	205	63	153	90	185	241	127	179	189	136	374	380	45	361	605	217
AIFM3	3	1	4	0	2	1	5	3	1	7	0	0	12	4	1	10	3	2
AIG1	182	176	218	89	126	72	220	244	83	196	127	56	591	360	32	403	453	104
AIM2	9	0	0	0	0	0	10	0	0	1	0	0	18	0	0	2	0	0
AIMP1	434	471	970	251	589	343	528	706	368	680	626	304	1452	1248	130	1372	1984	597
AIMP2	278	269	468	155	335	224	268	325	153	336	247	201	841	649	59	672	1033	404
AIP	566	394	675	282	376	360	658	655	316	784	476	339	1640	1094	98	1317	1316	591
AIPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIRE	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AIRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJAP1	4	32	2	7	4	119	4	106	2	9	3	110	6	74	0	11	18	165
AJM1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
AJUBA	37	37	84	21	74	40	38	47	16	57	96	33	96	60	7	113	260	49
AK1	762	721	1471	509	719	488	732	843	786	1153	692	423	2026	1603	239	2091	2593	861
AK2	445	429	771	236	518	319	443	564	294	544	515	265	1320	1017	133	1121	1749	474
AK3	494	363	932	305	391	238	483	434	241	838	360	229	1631	839	160	1693	1655	455
AK4	54	50	86	22	63	65	52	139	22	90	62	39	172	202	11	145	224	151
AK5	954	912	2304	709	1044	543	961	1646	928	1619	1133	505	2687	2275	249	3049	3336	875
AK6	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
AK7	0	0	0	0	1	0	1	1	1	1	0	0	3	2	0	0	2	0
AK8	1	2	4	2	2	1	0	3	0	2	0	1	9	2	0	2	7	7
AK9	14	11	17	6	10	3	17	18	5	24	21	5	48	33	3	32	44	15
AKAIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP1	83	82	143	42	70	37	60	89	64	63	66	30	191	209	27	182	277	100
AKAP10	144	127	252	103	121	74	124	168	89	235	118	56	368	259	33	384	403	177
AKAP11	475	382	614	256	400	239	338	461	188	467	297	216	997	761	88	941	1306	470
AKAP12	562	749	1336	307	1169	565	402	1083	540	448	1043	432	2093	3084	300	1866	4856	1509
AKAP13	368	452	826	224	462	288	355	627	330	467	548	236	1611	1742	218	1656	2756	1111
AKAP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17A	0	0	1	0	0	0	0	0	0	2	2	0	1	1	0	1	0	1
AKAP3	2	1	2	3	2	2	6	2	0	12	1	2	8	2	0	19	11	2
AKAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5	0	2	4	2	4	1	0	3	1	0	0	0	0	4	3	6	9	2
AKAP6	3	1	11	3	18	10	2	2	7	11	30	5	6	4	4	2	40	4
AKAP7	74	49	76	31	70	49	45	43	26	47	48	31	138	110	13	103	193	90
AKAP8	170	229	311	61	208	135	236	354	189	171	214	105	445	426	61	274	640	254
AKAP8L	174	171	348	82	160	95	228	398	275	272	229	76	388	486	45	482	612	199
AKAP9	229	732	1130	182	605	200	195	891	382	228	504	103	569	1560	215	605	1957	407
AKIP1	187	174	369	104	171	138	182	209	139	215	173	123	517	438	53	499	619	218
AKIRIN1	248	285	665	150	376	263	405	575	361	539	597	291	1037	863	100	1119	1661	502
AKIRIN2	204	153	527	115	288	187	297	371	224	415	434	280	655	452	39	609	1117	269
AKNA	16	34	51	6	12	20	7	43	20	24	37	26	79	135	15	77	229	66
AKNAD1	0	1	0	2	0	0	0	3	2	0	1	1	5	4	0	4	2	2
AKR1A1	453	447	687	250	298	367	527	695	312	682	324	314	1395	1084	92	1267	1276	556
AKR1B1	2151	2125	4107	1766	1897	1250	2365	3218	1640	4120	2299	1284	5946	4833	690	7714	6366	2195
AKR1B10	3	2	0	4	0	2	1	5	2	3	0	3	28	15	0	7	1	5
AKR1B15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AKR1C1	1532	1789	4448	1122	1436	1342	1402	1870	1663	2352	1817	1403	5698	3886	983	4668	5865	2653
AKR1C2	233	216	657	139	132	137	214	209	215	292	120	118	790	363	182	570	476	245
AKR1C3	979	490	822	469	373	391	871	536	255	1040	394	369	2173	970	142	1641	1180	497
AKR1C4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
AKR1C6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AKR1E2	11	16	34	11	11	11	15	19	8	22	11	9	38	30	2	42	35	20
AKR7A2	990	703	1010	547	541	472	1015	911	463	1212	560	452	2807	1603	169	2581	2086	930
AKR7A2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR7A3	0	1	1	2	2	1	1	7	1	2	2	0	3	6	2	11	11	0
AKR7L	0	1	0	0	2	0	0	1	0	2	0	0	1	2	0	1	3	0
AKT1	501	480	1090	263	598	428	438	667	476	683	658	417	1459	1380	106	1584	2985	776
AKT1S1	336	303	699	215	338	284	299	454	373	410	333	243	1006	803	135	1056	1428	481
AKT2	369	370	641	210	373	213	308	413	217	376	247	108	947	707	154	713	980	369
AKT3	2	0	5	12	1	1	0	5	2	1	3	1	4	4	0	5	10	0
AKTIP	34	38	86	9	41	43	46	54	23	51	36	26	134	96	3	78	151	62
ALAD	162	174	367	109	153	96	176	208	124	286	166	77	599	437	66	532	615	153
ALAS1	196	177	478	85	254	171	295	350	200	335	319	177	603	520	53	564	1047	303
ALAS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALCAM	585	569	2879	232	834	729	489	571	804	399	639	508	2375	3353	924	1589	4554	2414
ALDH16A1	239	164	403	116	183	174	218	230	159	219	171	117	659	360	57	452	660	292
ALDH18A1	276	223	350	151	202	169	382	304	142	421	229	171	901	498	33	752	807	302
ALDH1A1	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	3	1
ALDH1A2	2	0	0	1	0	1	1	1	1	0	1	3	2	0	0	5	0	2
ALDH1A3	165	84	243	50	226	243	161	87	69	99	201	214	825	215	46	372	1074	582
ALDH1B1	176	187	320	99	308	139	131	149	74	142	142	71	351	348	50	405	815	246
ALDH1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ALDH1L1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L2	174	198	268	73	148	189	162	226	89	165	147	196	469	480	40	329	572	354
ALDH2	125	79	121	80	62	95	130	106	38	181	54	114	488	234	25	379	253	204
ALDH3A1	13	8	14	20	8	3	26	11	11	51	6	1	47	19	1	37	17	11
ALDH3A2	237	179	289	142	129	118	212	219	76	360	152	136	723	424	28	625	614	235
ALDH3B1	513	344	706	266	331	256	470	475	337	585	394	264	1408	868	117	1181	1285	473
ALDH3B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	46	54	91	27	52	22	36	33	41	49	36	16	191	94	19	129	193	53
ALDH5A1	6	2	8	1	4	0	0	1	3	0	0	0	4	6	0	1	6	1
ALDH6A1	115	68	90	50	75	41	125	91	36	164	53	44	427	168	14	334	323	88
